r,window,station,n_seeds,mean_res_pair_mean,mean_res_pair_sem,std_res_pair_mean,std_res_pair_sem,frac_res_lt_1e-3_mean,frac_res_lt_1e-3_sem,mean_n_unique_joint_mean,mean_n_unique_joint_sem,std_n_unique_joint_mean,std_n_unique_joint_sem,mean_max_mult_mean,mean_max_mult_sem,std_max_mult_mean,std_max_mult_sem,mean_sparsity_mean,mean_sparsity_sem,std_sparsity_mean,std_sparsity_sem,mean_alph_prod_mean,mean_alph_prod_sem,std_alph_prod_mean,std_alph_prod_sem,mean_fill_frac_mean,mean_fill_frac_sem,std_fill_frac_mean,std_fill_frac_sem,mean_H_joint_mean,mean_H_joint_sem,std_H_joint_mean,std_H_joint_sem,mean_TC_mean,mean_TC_sem,std_TC_mean,std_TC_sem,mean_TC_pair_mean,mean_TC_pair_sem,std_TC_pair_mean,std_TC_pair_sem,mean_Res_TC_mean,mean_Res_TC_sem,std_Res_TC_mean,std_Res_TC_sem,mean_ipf_iters_mean,mean_ipf_iters_sem,std_ipf_iters_mean,std_ipf_iters_sem,mean_ipf_dev_mean,mean_ipf_dev_sem,std_ipf_dev_mean,std_ipf_dev_sem,mean_mean_k_i_mean,mean_mean_k_i_sem,std_mean_k_i_mean,std_mean_k_i_sem,frac_res_lt_1e-2_mean,frac_res_lt_1e-2_sem,n_windows_mean,n_windows_sem,full_res_pair_mean,full_res_pair_sem,full_n_unique_joint_mean,full_n_unique_joint_sem,full_max_mult_mean,full_max_mult_sem,full_sparsity_mean,full_sparsity_sem,full_alph_prod_mean,full_alph_prod_sem,full_fill_frac_mean,full_fill_frac_sem,full_H_joint_mean,full_H_joint_sem,full_TC_mean,full_TC_sem,full_TC_pair_mean,full_TC_pair_sem,full_Res_TC_mean,full_Res_TC_sem,full_ipf_iters_mean,full_ipf_iters_sem,full_ipf_dev_mean,full_ipf_dev_sem,full_mean_k_i_mean,full_mean_k_i_sem
3.45,52,S_k_p4,4,0.150509190968495,0.0037615940481646893,0.059662074968735906,0.0033120432541164455,0.0,0.0,25.561111111111114,0.08793371833546952,2.435881226509858,0.0865547157908466,4.70925925925926,0.0648610945885193,0.955205480603333,0.026884622931446226,0.4915598290598291,0.0016910330449128872,0.04684386974057419,0.0016645137652085882,256.0,0.0,0.0,0.0,0.09984809027777779,0.0003434910872479278,0.009515161041054133,0.00033810435855799453,4.471494485571746,0.00982995199385409,0.17535840097128835,0.007183938392372389,3.5008098715871885,0.010305360437542804,0.17435122680712173,0.007487575762480229,3.349809075575073,0.012342744454946571,0.1789457827388776,0.007958474297515988,0.15100079601211608,0.003706682009802465,0.05922462027624618,0.00324574942463791,60.87962962962963,2.652129065533373,64.9813043656305,2.466857854911236,3.087573658403947e-05,3.0376616570121324e-06,6.82083527279181e-05,2.8088434325516146e-06,4.0,0.0,0.0,0.0,0.003703703703703704,0.003207501495497921,135.0,0.0,0.005475208964515713,0.0008692021656021475,32.0,0.0,37.25,1.1388041973930374,0.04,0.0,256.0,0.0,0.125,0.0,4.96908347089332,0.0034698161207515053,3.0291441701053277,0.00343342620031828,3.0236689611399825,0.004117766161982464,0.005475208965345146,0.0008692021656342408,8.5,0.25,3.2588758080986935e-11,1.4097703623998213e-11,4.0,0.0
3.45,104,S_k_p4,4,0.06902239039563897,0.0012801445416067345,0.03062499637027029,0.0013586514583766968,0.0,0.0,30.613636363636367,0.05039444960473501,1.3217332509477129,0.05062760684119804,7.587121212121213,0.08024136425876842,1.3003250799401773,0.027760592561202214,0.2943618881118881,0.0004845620154301436,0.012708973566804938,0.00048680391193459577,256.0,0.0,0.0,0.0,0.11958451704545456,0.00019685331876849614,0.005163020511514503,0.00019776408922342985,4.737321676751511,0.005504254209575571,0.10061614991703131,0.006268687588443821,3.24928503206626,0.006300215597813921,0.10065510546760059,0.006354092388103342,3.180255066341151,0.005721621876562652,0.09179782490345813,0.007299807548685803,0.0690299657251087,0.001280575845587097,0.030616385126297434,0.0013627537694867896,22.071969696969695,0.3511661914041663,16.885688686478602,2.420324634833295,5.742914737161937e-07,4.972984686886055e-07,4.629625711610353e-06,4.0093541908799336e-06,4.0,0.0,0.0,0.0,0.007575757575757576,0.003787878787878788,66.0,0.0,0.005475208964515713,0.0008692021656021475,32.0,0.0,37.25,1.1388041973930374,0.04,0.0,256.0,0.0,0.125,0.0,4.96908347089332,0.0034698161207515053,3.0291441701053277,0.00343342620031828,3.0236689611399825,0.004117766161982464,0.005475208965345146,0.0008692021656342408,8.5,0.25,3.2588758080986935e-11,1.4097703623998213e-11,4.0,0.0
3.57,13,S_inf,4,0.0011598589581075637,0.0005836532581047074,0.01021550860837462,0.005139986424601886,0.984375,0.008426154503650387,5.376116071428571,0.6224224892802558,1.4460401658530035,0.40854690814517236,3.5022321428571432,0.22667243110620436,0.5032480223366917,0.1386805386241811,0.41354739010989006,0.047878653021558165,0.11123385891176951,0.031426685241936335,256.0,0.0,0.0,0.0,0.021000453404017856,0.002431337848750999,0.005648594397863295,0.0015958863599420795,2.2905268346323053,0.1365510713464876,0.30878075559319335,0.0834116863067307,5.6476404170443475,0.14233599294812668,0.3210192392202609,0.08686576307312814,5.6461558760044985,0.14307769499578027,0.3238870157407502,0.08828739955691088,0.0014845410398487652,0.0007428272767701423,0.010608953148118303,0.0053435386978481145,22.84709821428571,10.528222992986377,40.2360520788908,20.100243227579245,1.97238618625346e-05,1.0073283268414513e-05,4.4180580304992726e-05,2.226614914344936e-05,4.0,0.0,0.0,0.0,0.9910714285714286,0.004464285714285726,224.0,0.0,0.0010454138661043018,0.0007673706160811456,18.25,6.877272351739459,136.0,32.00195306539899,0.022812500000000003,0.008596590439674324,256.0,0.0,0.0712890625,0.026864345123982263,3.262943379385738,0.6287574033429054,4.736822168616346,0.6288713281864079,4.7357767547199625,0.6294051436028152,0.0010454138963822412,0.0007673706412651175,23.0,10.289557813628338,3.6063273894937353e-11,1.80333264739563e-11,4.0,0.0
3.57,26,S_inf,4,0.0047220711612873415,0.002823001100909757,0.01631956060753416,0.0097577216751993,0.9268018018018018,0.03803489949053278,6.938063063063063,1.3480264793658558,2.170906989349443,0.6661006377203315,5.856981981981982,0.5287671832595139,0.8770905595978763,0.2340573181241793,0.2668485793485793,0.05184717228330216,0.08349642266728624,0.025619255296935827,256.0,0.0,0.0,0.0,0.02710180884009009,0.005265728435022874,0.008480105427146261,0.0026019556160950448,2.5198126405342816,0.23939376460569337,0.3598460825502696,0.0966999851617339,5.459189671522265,0.2410030845664634,0.36331082519389446,0.09759921350808148,5.453510572563514,0.24388511712102723,0.3711155829072816,0.10176878595892841,0.005679098958751115,0.003264300464843899,0.01660356060564495,0.009863644430168447,54.04054054054054,26.007052598462277,49.22669447966401,24.54694336154504,4.557277274785853e-05,2.2802325444992295e-05,5.10181652447486e-05,2.5626468495369145e-05,4.0,0.0,0.0,0.0,0.9436936936936937,0.028864877517964634,222.0,0.0,0.0010454138661043018,0.0007673706160811456,18.25,6.877272351739459,136.0,32.00195306539899,0.022812500000000003,0.008596590439674324,256.0,0.0,0.0712890625,0.026864345123982263,3.262943379385738,0.6287574033429054,4.736822168616346,0.6288713281864079,4.7357767547199625,0.6294051436028152,0.0010454138963822412,0.0007673706412651175,23.0,10.289557813628338,3.6063273894937353e-11,1.80333264739563e-11,4.0,0.0
3.57,52,S_inf,4,0.007564932527979661,0.004398206982539157,0.0142400787174066,0.00794867686547484,0.7851851851851852,0.10820267524438179,9.605555555555556,2.5817237452079658,2.6688597215631904,0.7654646814052425,10.096296296296295,1.378088873679261,1.325726385288298,0.38477797337922715,0.18472222222222218,0.04964853356169164,0.05132422541467674,0.014720474642408506,256.0,0.0,0.0,0.0,0.03752170138888889,0.010084858379718616,0.010425233287356213,0.0029900964117392285,2.8055958689151,0.37173165465522134,0.3302126737742011,0.07736989737879496,5.19013598924867,0.3736422378887351,0.3323073634999093,0.07789661272802625,5.180733708749469,0.3784005689024455,0.3401635419335778,0.08179078447354546,0.009402280499202428,0.005208378022390412,0.01431098121910784,0.007924394070147056,83.89074074074074,40.913579281825314,36.595272611158336,18.22635087989164,7.52295263765864e-05,3.761935905453704e-05,4.376592989484331e-05,2.1883129495817044e-05,4.0,0.0,0.0,0.0,0.8481481481481481,0.0787635937708768,135.0,0.0,0.0010454138661043018,0.0007673706160811456,18.25,6.877272351739459,136.0,32.00195306539899,0.022812500000000003,0.008596590439674324,256.0,0.0,0.0712890625,0.026864345123982263,3.262943379385738,0.6287574033429054,4.736822168616346,0.6288713281864079,4.7357767547199625,0.6294051436028152,0.0010454138963822412,0.0007673706412651175,23.0,10.289557813628338,3.6063273894937353e-11,1.80333264739563e-11,4.0,0.0
3.57,104,S_inf,4,0.01179096454329327,0.00606377104393664,0.014316765507016181,0.007155089349198774,0.5833333333333334,0.21004803989411774,12.75,3.951705339701755,2.7634618872071366,0.6238138745533559,18.564393939393938,3.51059892869497,2.036379732824265,0.4803654267604371,0.12259615384615383,0.037997166727901495,0.026571748915453244,0.0059982103322438075,256.0,0.0,0.0,0.0,0.0498046875,0.015436348983209981,0.010794772996902877,0.0024367729474740465,3.047691630650769,0.481307570865388,0.25431433592332225,0.04057196807578168,4.950541001181432,0.4820848021721698,0.2549165394966995,0.04062313799352279,4.936820164044792,0.4889327664161973,0.2603163398399158,0.04305086681442835,0.013720837136640116,0.0070184874973141485,0.013452195480806969,0.0066960580299631894,87.125,41.037121266314685,38.715870648534825,12.359915591152498,7.499079717473033e-05,3.715221946525307e-05,4.9465595266797905e-05,2.1903615366639725e-05,4.0,0.0,0.0,0.0,0.75,0.1321421480493364,66.0,0.0,0.0010454138661043018,0.0007673706160811456,18.25,6.877272351739459,136.0,32.00195306539899,0.022812500000000003,0.008596590439674324,256.0,0.0,0.0712890625,0.026864345123982263,3.262943379385738,0.6287574033429054,4.736822168616346,0.6288713281864079,4.7357767547199625,0.6294051436028152,0.0010454138963822412,0.0007673706412651175,23.0,10.289557813628338,3.6063273894937353e-11,1.80333264739563e-11,4.0,0.0
3.7,13,S_ch,4,0.0035758375072974585,0.00027220028870113066,0.03336260615715922,0.005178951390435584,0.9676339285714286,0.0009665462095808432,7.560267857142857,0.07813297153208547,2.496476768259532,0.027135507720405152,2.763392857142857,0.022265555070602683,0.7914642129683769,0.014885369593801757,0.5815590659340659,0.006010228579391185,0.1920366744815024,0.0020873467477234738,256.1428571428571,0.12371791482634485,1.5050933932646768,1.3034491136353328,0.029512241908482142,0.00030239378634743246,0.009728910087653506,0.00012078772197444612,2.751501924945186,0.015346247471616982,0.5044237969380763,0.004855146735510992,5.165113909896897,0.0162788568155689,0.5267375775752776,0.0044021571217458125,5.160299501853554,0.01634625530602745,0.5340980137776575,0.003869539549037573,0.004814408043343041,0.0002260322160680546,0.033658216246145206,0.00512594040088581,80.18526785714286,2.8585447959070467,96.43078913281377,0.6280258895259279,7.155181191938662e-05,4.1613370090911545e-06,0.00010031254641106445,3.6185081626238884e-06,4.000558035714286,0.0004832731047905058,0.005879271067440143,0.005091598100138018,0.984375,0.0019330924191617105,224.0,0.0,0.005184136804754213,0.0016463128175627807,32.0,0.0,43.5,3.2691742076555053,0.04,0.0,256.0,0.0,0.125,0.0,4.930952352077049,0.019293030768198386,3.061618720914507,0.0196191638435156,3.0564345841106286,0.020511182607960077,0.005184136803878081,0.0016463128173565122,9.25,0.81967981553775,4.224541549913141e-11,1.3694436702820738e-11,4.0,0.0
3.7,26,S_ch,4,0.01561245771410536,0.0014482128088494192,0.0436808524205301,0.005525740895390153,0.6824324324324325,0.014020157204942272,11.99099099099099,0.15265552434982457,3.609241565514634,0.09998654030665313,4.118243243243244,0.04976343578806952,1.1827400730698665,0.031783087554838815,0.4611919611919611,0.005871366321147103,0.1388169832890244,0.0038456361656405056,256.2162162162162,0.18724873595338715,1.8473521611497359,1.5998539012917554,0.04678790118243244,0.0005964733591177568,0.014013702226648595,0.00037094034951536267,3.3306405749294843,0.021410801315603353,0.5071722862031081,0.013561286753885005,4.639621364318325,0.022151731300601024,0.5139629334704352,0.013718703071092459,4.620448785155198,0.022354234558406134,0.5340031618610126,0.015762525136586346,0.019172579163127704,0.0012719708126952176,0.04428850261316032,0.005311074694062536,150.08671171171173,5.279001193508797,83.93773663982287,2.916680910478356,0.00014631094838073462,7.882473037788361e-06,0.00011253608891066459,4.733681016775431e-06,4.000844594594595,0.0007314403748178705,0.007216219379491157,0.0062494293019209205,0.7927927927927929,0.0170785482974134,222.0,0.0,0.005184136804754213,0.0016463128175627807,32.0,0.0,43.5,3.2691742076555053,0.04,0.0,256.0,0.0,0.125,0.0,4.930952352077049,0.019293030768198386,3.061618720914507,0.0196191638435156,3.0564345841106286,0.020511182607960077,0.005184136803878081,0.0016463128173565122,9.25,0.81967981553775,4.224541549913141e-11,1.3694436702820738e-11,4.0,0.0
3.7,52,S_ch,4,0.04067552751160031,0.0027265850095004856,0.062001896866780315,0.005726316541935745,0.2148148148148148,0.020786985482077455,18.511111111111113,0.3142151150819342,4.353911498348314,0.1961900922141379,6.12037037037037,0.09433090488229302,1.7460903317131384,0.10883766037940237,0.355982905982906,0.0060425983669602805,0.08372906727592909,0.003772886388733426,256.47407407407405,0.4105601914237283,2.713012892980052,2.349538086115438,0.07216435185185185,0.0012388602155834893,0.016861638144891198,0.0006952989548006359,3.9100320878694843,0.02998522731014964,0.4174798695652107,0.026651055308313833,4.073750962152341,0.03067188084334263,0.42176798129058946,0.026837978850333323,4.0287583755556415,0.031815022705124964,0.4518690550536534,0.0282228409863505,0.04499258659669955,0.0026106056157091983,0.06074658176238451,0.005748198750114135,166.25,2.1378799528340617,66.64500096353217,1.7920323724874732,0.0001623244264509484,4.782035086245366e-06,0.0001038938681177697,2.2698756878121696e-06,4.0018518518518515,0.0016037507477488907,0.010597706613203332,0.00917788314888843,0.3740740740740741,0.021989522383403553,135.0,0.0,0.005184136804754213,0.0016463128175627807,32.0,0.0,43.5,3.2691742076555053,0.04,0.0,256.0,0.0,0.125,0.0,4.930952352077049,0.019293030768198386,3.061618720914507,0.0196191638435156,3.0564345841106286,0.020511182607960077,0.005184136803878081,0.0016463128173565122,9.25,0.81967981553775,4.224541549913141e-11,1.3694436702820738e-11,4.0,0.0
3.7,104,S_ch,4,0.06148662560979855,0.0026204248799269673,0.07262692217471031,0.009872046220280236,0.003787878787878788,0.003280399256759237,25.984848484848484,0.2774217185394024,3.4929085829739766,0.17879629419366627,9.352272727272727,0.24409785696335937,2.163849382401084,0.2596722261812972,0.24985431235431232,0.0026675165244173225,0.033585659451672856,0.0017191951364775632,256.969696969697,0.839782209730364,3.817700787399666,3.306225865935965,0.10109789299242425,0.0010342536482334749,0.013103216781126767,0.00033716859861844815,4.3923248427902575,0.022400969915041334,0.24858824063887208,0.022669044642851747,3.5965383998929132,0.02304335980278326,0.24988482817506802,0.022032763499510933,3.5337713891675127,0.021642253282686992,0.2701220490356733,0.025846690879311626,0.06276701072540035,0.0026535655158294374,0.07177646989732418,0.009905647579384731,95.0530303030303,4.929165662426048,73.15478822437315,0.7547119010632779,5.527867558000074e-05,3.8118454347372896e-06,8.602519509461964e-05,6.138589945350883e-07,4.003787878787879,0.0032803992567593306,0.014912893700779944,0.012914944788812364,0.17045454545454547,0.024766471270117465,66.0,0.0,0.005184136804754213,0.0016463128175627807,32.0,0.0,43.5,3.2691742076555053,0.04,0.0,256.0,0.0,0.125,0.0,4.930952352077049,0.019293030768198386,3.061618720914507,0.0196191638435156,3.0564345841106286,0.020511182607960077,0.005184136803878081,0.0016463128173565122,9.25,0.81967981553775,4.224541549913141e-11,1.3694436702820738e-11,4.0,0.0
3.85,13,S_ch,4,0.008721397207672486,0.0020664323049276335,0.050591653054428753,0.01007318932753516,0.5970982142857143,0.00694748861494908,12.606026785714285,0.009649339545642068,0.7395361476652953,0.02085680425940363,1.2901785714285714,0.006879926342599316,0.48224037784431245,0.0019727410255512335,0.9696943681318683,0.0007422568881263093,0.05688739597425347,0.0016043695584156644,454.4252232142857,2.157741839526203,100.41105380477988,1.7460246176493874,0.029138037109375,0.00010424958964402975,0.006796032961814421,9.790797278466953e-05,3.6390086677443163,0.0015217349996295686,0.1173401284780695,0.003796113503251075,4.499451198158958,0.004601683252094021,0.3137751886596448,0.006410447250194965,4.484107576801028,0.006185712890319607,0.3203009502260483,0.008780058273516992,0.015343621357930078,0.002082085449200141,0.051123116646103285,0.00976259802490088,192.5881696428571,1.316668564520715,36.668861891163566,3.233788854753797,0.0002739042701240572,4.17971924252246e-06,0.00014249220921412818,4.587168292323505e-06,4.6171875,0.005481831111715425,0.25312784929563226,0.0038298478036590277,0.9754464285714286,0.005580357142857142,224.0,0.0,0.45435208367188806,0.004295028449478189,344.25,2.484325864293974,21.5,2.968585521759479,0.4303125,0.003105407330367461,990.0,45.0,0.350925925925926,0.01769475695985432,8.02305497467108,0.014667946147629334,0.6226527307984739,0.00981638078254192,0.1683006471207058,0.0069097421077459415,0.45435208367776814,0.004295028449084793,10.75,0.414578098794425,3.3500813234610405e-11,5.543415407027481e-12,5.625,0.0625
3.85,26,S_ch,4,0.1494566530654194,0.008566331085272631,0.19266480968735045,0.007626608988045105,0.0011261261261261261,0.0009752538330905842,24.516891891891895,0.044116988107992694,1.3818525637355794,0.05610949497860387,1.8006756756756757,0.017180344935126518,0.5717540311671437,0.010364938635322885,0.9429573804573805,0.001696807234922805,0.05314817552829152,0.002158057499177072,604.3074324324325,6.908673074694671,81.8546725663026,2.6607402116223557,0.041373789414414414,0.000388670295279377,0.00635692855938929,0.00019827608899501632,4.583786337591463,0.003632104463060645,0.11169693538482867,0.004826053849552904,3.8265400829785214,0.007150066342784037,0.20396295375779552,0.003128333439860636,3.6312611567277924,0.015831059735012806,0.3089712563969802,0.003496481014971117,0.19527892625072862,0.008857767525589283,0.1942319455312368,0.007206063616222509,200.0,0.0,0.0,0.0,0.000673174254805406,5.248429605727932e-06,0.0003384815743210573,1.0167854941382501e-05,4.957207207207207,0.014283390646358002,0.16806166889952528,0.0043720649223804794,0.3029279279279279,0.021973892230954795,222.0,0.0,0.45435208367188806,0.004295028449478189,344.25,2.484325864293974,21.5,2.968585521759479,0.4303125,0.003105407330367461,990.0,45.0,0.350925925925926,0.01769475695985432,8.02305497467108,0.014667946147629334,0.6226527307984739,0.00981638078254192,0.1683006471207058,0.0069097421077459415,0.45435208367776814,0.004295028449084793,10.75,0.414578098794425,3.3500813234610405e-11,5.543415407027481e-12,5.625,0.0625
3.85,52,S_ch,4,0.9397585751655999,0.023377495312061652,0.3153361459395725,0.008964812569449136,0.0,0.0,46.464814814814815,0.1256635338160538,2.4155725594934534,0.09936650156122431,2.52962962962963,0.04629629629629628,0.7069680977513937,0.030445724534538473,0.8935541310541312,0.002416606419539506,0.046453318451797176,0.0019108942607927732,660.7870370370371,8.569536986514342,61.13802607268248,8.21367483710418,0.07089366255144033,0.000736523675053316,0.006740580677329692,0.00033471029323939826,5.4765410770998955,0.005613049924923835,0.10368430636063684,0.0046727691582431384,3.0460871293428045,0.005603220442328581,0.14931189260166633,0.006065153313347101,2.091949309521173,0.027941863500413167,0.3709596072292285,0.010611875863263955,0.9541378198216313,0.023321190053071646,0.30255003102934164,0.008613495590341665,190.62222222222223,1.286825189066236,33.266634444618006,2.050847365674127,0.0002951853562314845,8.225000154817233e-06,0.0002714280247872371,8.79515339505136e-06,5.07037037037037,0.01660224173800094,0.11886341282318574,0.014847366415197525,0.0,0.0,135.0,0.0,0.45435208367188806,0.004295028449478189,344.25,2.484325864293974,21.5,2.968585521759479,0.4303125,0.003105407330367461,990.0,45.0,0.350925925925926,0.01769475695985432,8.02305497467108,0.014667946147629334,0.6226527307984739,0.00981638078254192,0.1683006471207058,0.0069097421077459415,0.45435208367776814,0.004295028449084793,10.75,0.414578098794425,3.3500813234610405e-11,5.543415407027481e-12,5.625,0.0625
3.85,104,S_ch,4,1.259418472223751,0.020209673160361093,0.1373280198519689,0.00451797480237251,0.0,0.0,85.62121212121212,0.3455492294484989,3.9548028632008325,0.24024009794178106,3.7575757575757573,0.09231861823449956,1.0172447760392658,0.06382013231406924,0.8232808857808858,0.003322588744697104,0.03802695060770032,0.0023100009417478967,695.965909090909,16.027324341424706,79.15787099184146,11.08049345835451,0.12471874298540964,0.002445938300557435,0.013764357981581831,0.000938755043478468,6.311718185899096,0.007792408540541241,0.09227689752835222,0.006125333358564315,2.2645752857243564,0.007022213091310369,0.11432759402656512,0.006687063471072568,1.0051067045208635,0.024537570135053196,0.18018001209868983,0.009974481270066613,1.2594685812034927,0.02020420126519474,0.1372648931799104,0.004516299867560067,49.446969696969695,2.8472782139671318,38.12540021323986,3.2092567628878568,3.5338915894885564e-06,5.78863145243498e-07,1.656454431313888e-05,2.0053746984874618e-06,5.137310606060606,0.030016848220824635,0.1482627067820302,0.017686226358910935,0.0,0.0,66.0,0.0,0.45435208367188806,0.004295028449478189,344.25,2.484325864293974,21.5,2.968585521759479,0.4303125,0.003105407330367461,990.0,45.0,0.350925925925926,0.01769475695985432,8.02305497467108,0.014667946147629334,0.6226527307984739,0.00981638078254192,0.1683006471207058,0.0069097421077459415,0.45435208367776814,0.004295028449084793,10.75,0.414578098794425,3.3500813234610405e-11,5.543415407027481e-12,5.625,0.0625
