r,seed,station,mean_excess3,std_excess3,highL3,mean_res_pair,std_res_pair,mean_phi1,mean_phi2,mean_abs_tau,std_abs_tau,mean_tau,var_classical,ac1_classical,lam_regime,f3_share,alpha3
3.55,45517,S_k_p8,2.055240167760073,0.19864223164944123,0.9390651085141903,0.012288836072228002,0.049368420178341886,0.21466332776850308,0.24865748469671672,0.1430688652910875,0.06251701452698766,-0.14303289303289302,0.04364220074265136,-0.9952009300154712,0.0,0.6811948671062239,1.0
3.55,45534,S_k_p8,2.032679117868504,0.18878738318404725,0.9382303839732888,0.013904390002519557,0.05650591839963094,0.1801613800779076,0.22068725653867557,0.16523497079052632,0.06011009637742376,-0.16523497079052632,0.0437026700766443,-0.9958909873191448,0.0,0.7117921838891383,1.0
3.565,45650,S_inf_minus,2.3838290563147924,0.042678116692380655,0.989983305509182,3.138927983603879e-16,4.499513418042771e-17,0.41332776850306063,0.41110183639399,0.5019425019425019,0.10486455067178475,0.5019425019425019,0.047548518326597906,-0.9300934536204981,0.0,0.545621837141242,1.0
3.565,45667,S_inf_minus,2.152047834548662,0.19847584264671309,0.9791318864774624,0.0056592006864148985,0.046589223391599474,0.24360044518642185,0.26407902058987204,0.12609715387493164,0.06203944264585269,-0.12599643155198711,0.04459714883914355,-0.9906440394125413,0.0,0.6610188384791037,1.0
3.565,45684,S_inf_minus,2.329827655720026,0.12395405105600227,0.989983305509182,2.536941794967519e-16,1.300320311916154e-16,0.4015025041736227,0.4170770728992766,0.11056433278655502,0.0566036073412015,0.08886586664364442,0.04479116694420704,-0.9643494420920165,0.0,0.5473867207178539,1.0
3.5699456,45699,S_inf,2.3472819234479076,0.10693841493676028,0.989983305509182,2.7304373556006345e-16,1.136427401587098e-16,0.3592097941012799,0.36713272120200335,0.10443106276439611,0.061118675527278,0.06710624766180322,0.045062221733780786,-0.9620176104118476,0.0,0.5768038291470626,1.0
3.5699456,45716,S_inf,2.37625905396702,0.06010445862392975,0.989983305509182,3.052929956655828e-16,6.778314076488729e-17,0.49860879243183076,0.5003478018920423,0.14429551929551931,0.03826186921982533,0.14429551929551931,0.044858701286316895,-0.9576080817736184,0.0,0.4977442031263892,1.0
3.5699456,45733,S_inf,2.3697280226936512,0.07460316147120835,0.989983305509182,2.9454324229707634e-16,8.717248021324808e-17,0.4005286588759043,0.39565943238731216,0.494701286367953,0.053574785761648785,0.494701286367953,0.04778629651911022,-0.9277250074787317,0.0,0.5542487732686359,1.0
3.6,46000,S_post_acc,2.3709145624388803,0.07137689289868672,0.989983305509182,1.603778450012351e-06,1.9510806921688618e-05,0.2659988870339454,0.26912214802448525,0.06933293044404155,0.05631197212157121,0.01825951825951826,0.04659129784113689,-0.9476861402684393,0.10714285714285794,0.7163241058464019,1.3443877551020436
3.6,46017,S_post_acc,2.3436564050042765,0.11910772064769798,0.988313856427379,0.0002847715833956978,0.0034643958343427727,0.24123539232053423,0.2500278241513634,0.06660623327289995,0.05505134972781992,0.0033238366571699905,0.04666552126540301,-0.9493939711356048,0.10714285714285794,0.7329517707520978,1.3443877551020436
3.6,46034,S_post_acc,2.3052915532818044,0.14894491178626976,0.989983305509182,4.440040150883986e-06,3.111676766486317e-05,0.2217584863661658,0.2326029493600445,0.055113096779763435,0.04559454352259142,-0.004816685372240924,0.046755507554617284,-0.9504545406221685,0.10714285714285794,0.7477539518147553,1.3443877551020436
3.7,47000,S_ch,1.9246922503380717,0.18786328523844717,0.828881469115192,0.007431631626800853,0.03544037376323744,0.2687813021702838,0.26668057874234835,0.05426415148637371,0.0416881087893355,0.02026317304095082,0.04975121261420268,-0.8896650286078056,0.4642857142857151,0.8334659270640616,2.8239795918367383
3.7,47017,S_ch,1.9411753470279018,0.16945441286734753,0.8931552587646077,0.0048983612978749595,0.025009301710995472,0.27740678909293265,0.2797857540345019,0.06618535785202452,0.051813902640064594,0.03545785490229935,0.04975191457650986,-0.8894064938296392,0.4642857142857151,0.8271432864388067,2.8239795918367383
3.7,47034,S_ch,1.9558033695954602,0.1816715132459806,0.8873121869782972,0.009762568911067275,0.04280884749790769,0.2704507512520868,0.2692612687813022,0.06224639557972892,0.05215915019756106,0.025676997899220122,0.050032782352062585,-0.89347904923882,0.4642857142857151,0.8322160798079068,2.8239795918367383
3.8,48000,S_ch,1.7858808343102701,0.11967683518566916,0.6176961602671118,0.01672989271771004,0.06789499220183513,0.25,0.2917223149693934,0.1069023569023569,0.07756784807491822,-0.02586405364183142,0.04621829232038012,-0.7355663867907749,0.8214285714285706,0.8720014084949758,4.813775510204076
3.8,48017,S_ch,1.7898716393871694,0.12070447275409574,0.6018363939899833,0.006945216193094144,0.0418943587081094,0.24638286032276013,0.28861296605453535,0.11580549080549082,0.09892148803617955,-0.005665630665630668,0.04725935451890431,-0.7348451385273729,0.8214285714285706,0.8732221699380541,4.813775510204076
3.8,48034,S_ch,1.7786888233889078,0.1317870796343083,0.5943238731218697,0.02055590917595599,0.08724186623947265,0.26530328324986086,0.2979201446855871,0.129672796339463,0.10535883254903207,0.006050533828311604,0.046611487508575036,-0.7386349091906538,0.8214285714285706,0.8693299079242445,4.813775510204076
3.85,48500,S_ch,1.866526409889155,0.11125981685006009,0.842237061769616,0.006596348806729545,0.03915655919986068,0.27879799666110183,0.2996730662214802,0.11681990848657514,0.08656410395428421,0.044968919968919975,0.05587725979437569,-0.6867530952404441,1.0,0.8830183343894856,6.0
3.85,48517,S_ch,1.85513554061535,0.11839241840337561,0.8046744574290484,0.007636810205381237,0.04810022882858762,0.2774067890929327,0.30386060100166945,0.1346081901637457,0.11936168773070173,0.04400846067512734,0.05602569651891244,-0.6785044800894154,1.0,0.8816708809637486,6.0
3.85,48534,S_ch,1.8604345368714477,0.10869149278569729,0.8622704507512521,0.0073523187216664836,0.04321869015065056,0.2636338341680579,0.2898859209794101,0.10415047915047915,0.08218840308826417,0.026033123255345476,0.05481488488660256,-0.6930891491474098,1.0,0.886513366724565,6.0
3.9,49000,S_ch,1.9092910820100413,0.10410294321369208,0.9223706176961602,0.00942928032934384,0.06126914366509599,0.2634947134112409,0.30313717306622145,0.11421191976747531,0.11989905451757661,0.05231805231805231,0.06755009877806989,-0.6156511209570963,1.0,0.8821542277464645,6.0
3.9,49017,S_ch,1.9010919105255009,0.09955081486041903,0.9198664440734557,0.0032535178170948844,0.025181536857939703,0.2451307735114079,0.29851836393989983,0.1140608362830585,0.09023455340146132,0.016245071800627352,0.06519070664359922,-0.6286962864538496,1.0,0.8839964632717281,6.0
3.9,49034,S_ch,1.8929045410029948,0.11419862416419764,0.8756260434056762,0.01156525949440758,0.05543871042585745,0.2518085698386199,0.3007373400111296,0.10623687012575903,0.10573748862103793,0.03399018676796455,0.06555577897310011,-0.6145521862353478,1.0,0.8831485636474119,6.0
