r,seed,station,mean_excess3,std_excess3,highL3,mean_res_pair,std_res_pair,mean_phi1,mean_phi2,mean_abs_tau,std_abs_tau,mean_tau,var_classical,ac1_classical,lam_regime,f3_share,alpha3
3.566168,45695,S_inf_minus,2.3808374383029913,0.04516586636688379,0.9945404913557779,3.098204465368442e-16,5.709635622086929e-17,0.5,0.5022179253867152,0.14094556164940078,0.03795980230409841,0.14094556164940078,0.04464357607334615,-0.9589014609675596,0.0,0.4980775255615403,1.0
3.566168,45712,S_inf_minus,2.380411178071344,0.05160460916410994,0.9945404913557779,3.12158714057877e-16,5.054391198464094e-17,0.543372763117986,0.5412496208674552,0.5749132798949983,0.14832656545322412,0.5749132798949983,0.04742776316080599,-0.9263485461459166,0.0,0.47833698030611566,1.0
3.566168,45729,S_inf_minus,2.3834652439630655,0.03650575784298478,0.9945404913557779,3.12158714057877e-16,5.054391198464094e-17,0.5,0.5016378525932665,0.14084204440694384,0.036792708380011585,0.14084204440694384,0.04465687863085478,-0.9595957118087682,0.0,0.49822226274020076,1.0
3.566168,45746,S_inf_minus,2.3802423592906914,0.05152021008821193,0.9945404913557779,3.109895802973606e-16,5.3932433098792643e-17,0.5,0.5016378525932665,0.14166236972452692,0.03851200828413621,0.14166236972452692,0.04469026814881708,-0.9596350781089413,0.0,0.49822226274020076,1.0
3.567,45670,S_inf_minus,2.156410702212105,0.20206082151428556,0.9836214740673339,0.00818357180027455,0.05225322515109262,0.23081589323627538,0.25589171974522296,0.13134775543367863,0.0620787752867103,-0.1312930670791731,0.04471321492761332,-0.9903158841066061,0.0,0.6714206002647158,1.0
3.567,45687,S_inf_minus,2.1736665464579965,0.19298496671838816,0.9836214740673339,0.00434865278524202,0.03829400818455095,0.2535638459205338,0.2712996663633606,0.12113861154080532,0.053314825772879285,-0.12099798434350535,0.04467867622181858,-0.9895722299341386,0.0,0.654559609539491,1.0
3.567,45704,S_inf_minus,2.384152172362217,0.03932526244340949,0.9945404913557779,3.144969815789098e-16,4.28770940447464e-17,0.5,0.5004777070063694,0.14158033719276866,0.03774999080506821,0.14158033719276866,0.04469051956433025,-0.9583825926585252,0.0,0.4985119896007808,1.0
3.567,45721,S_inf_minus,2.146413497293157,0.20763487818554754,0.9727024567788899,0.008068769362753877,0.042310506616446454,0.24006672732787382,0.26249999999999996,0.12490429537961532,0.059871083440138216,-0.12467772933952094,0.04475894991775249,-0.9905711825851717,0.0,0.6643081263275014,1.0
3.567,45738,S_inf_minus,2.3821253867346703,0.03863877797594442,0.9945404913557779,3.098204465368442e-16,5.709635622086929e-17,0.5,0.5027979981801638,0.1449124205065704,0.03794769022603868,0.1449124205065704,0.04471127250057243,-0.9586199037658083,0.0,0.49793287245285595,1.0
3.567,45755,S_inf_minus,2.3712891515786274,0.06771224865306918,0.9945404913557779,2.957908414106475e-16,8.52185439539981e-17,0.6150288140734,0.6107067030633909,0.6133318489351396,0.18332060949351295,0.6133318489351396,0.047331137561024465,-0.923978578938676,0.0,0.4479355213276217,1.0
3.569946,45699,S_inf,2.3616915844600057,0.08855123927673132,0.9945404913557779,6.437057186720389e-07,1.0635763967044422e-05,0.42053381862299055,0.42532226266302703,0.12283199737495899,0.056913685883907196,0.10193713964280691,0.04497111191965679,-0.9603509857994202,0.0,0.54039466609505,1.0
3.569946,45716,S_inf,2.3814571358403374,0.045268521489309446,0.9945404913557779,3.098204465368442e-16,5.709635622086929e-17,0.4992417349105247,0.5007696390658174,0.1438459975937124,0.03720185113305347,0.1438459975937124,0.04485099881588671,-0.9575664384186202,0.0,0.49862854340449786,1.0
3.569946,45733,S_inf,2.3677459693452696,0.07916815246564277,0.9945404913557779,2.957908414106475e-16,8.52185439539981e-17,0.48043676069153773,0.47626630269942366,0.5373521461272832,0.10183241831320029,0.5373521461272832,0.0476588984364208,-0.9256282590963865,0.0,0.5096957214469078,1.0
3.569946,45750,S_inf,2.3780124814155217,0.058155251527762034,0.9945404913557779,3.0631304525529505e-16,6.55549469524201e-17,0.4987867758568395,0.5003146800121322,0.13980882513789278,0.03902144857779907,0.13980882513789278,0.04483797057088677,-0.9572532406344394,0.0,0.49885612245455097,1.0
3.569946,45767,S_inf,2.385384857611597,0.023418533702677765,0.9945404913557779,3.12158714057877e-16,5.054391198464094e-17,0.5,0.5016378525932665,0.1393732714573665,0.03624817519400915,0.1393732714573665,0.04481930773795216,-0.9567244057209155,0.0,0.49822226274020076,1.0
3.569946,45784,S_inf,2.1812122754495538,0.1912257804882896,0.989080982711556,0.0035324864263072586,0.03760162199594934,0.2590233545647558,0.27674400970579316,0.11524203503179736,0.05045163028693653,-0.11519515929936405,0.04487933761822678,-0.988957581618517,0.0,0.6498956975869936,1.0
3.570279,45702,S_inf,2.362099611050864,0.08514379658719269,0.9945404913557779,3.5595473836778614e-06,4.1517575819308e-05,0.6340612678192296,0.62852593266606,0.6221855028984828,0.1571013909242429,0.6221855028984828,0.04747069580375115,-0.9220891750278275,0.0009964285714298645,0.44142153484164254,1.0029912714540856
3.570279,45719,S_inf,2.1806524371102367,0.18710367759925153,0.9877161055505005,0.0030680103554517626,0.02753206522345462,0.2251289050652108,0.24266757658477403,0.13469937030266096,0.066015216100135,-0.13468374505851655,0.04491799080676499,-0.9886158412255449,0.0009964285714298645,0.6807926910136738,1.0029912714540856
3.570279,45736,S_inf,2.3815807630415797,0.044563185371786586,0.9945404913557779,3.109895802973606e-16,5.3932433098792643e-17,0.49909008189262966,0.5000379132544739,0.1443499117173706,0.03805487371723829,0.1443499117173706,0.0448344748339289,-0.956651549119161,0.0009964285714298645,0.4996578044464845,1.0029912714540856
3.570279,45753,S_inf,2.357145366301934,0.09127191616349549,0.9945404913557779,2.817612362844508e-16,1.0426287418628263e-16,0.5981953290870488,0.5914467697907189,0.6069469835466179,0.15433822851544296,0.6069469835466179,0.047526009701173086,-0.9236249168596943,0.0009964285714298645,0.45614246859950375,1.0029912714540856
3.570279,45770,S_inf,2.382778315563913,0.03635909201519476,0.9945404913557779,3.0748217901581144e-16,6.2883747969486e-17,0.5,0.5027979981801638,0.1439944374130846,0.03829516675628238,0.1439944374130846,0.044853318121090835,-0.9572574374284011,0.0009964285714298645,0.4987403854399703,1.0029912714540856
